"";"Match Id";"Match day of the week";"Match day of the month";"Match month";"Match year";"Match Name";"Match Stage";"Match Type";"Match Time";"Match Score Type";"Match Note";"Team1";"Score";"Elo Number";"Team2";"Score.1";"Elo Number.1";"Betting line"
"10961";5584;"Sunday";15;"11";2021;"First Strike: CIS";"A Playoffs";"Quarterfinals";"7:55 PM IST";"final";"Bo3";"Axsor";"2";1531;"Gambit Esports";"1";1531;NA
"10962";5585;"Sunday";15;"11";2021;"First Strike: CIS";"A Playoffs";"Quarterfinals";"2:30 PM IST";"final";"Bo3";"AoeXe";"2";1560;"Lankräm";"1";1560;NA
"10963";5586;"Sunday";15;"11";2021;"First Strike: CIS";"A Playoffs";"Quarterfinals";"10:30 PM IST";"final";"Bo3";"forZe";"2";1628;"THEX";"1";1628;NA
"10964";5587;"Sunday";15;"11";2021;"First Strike: CIS";"A Playoffs";"Quarterfinals";"5:40 PM IST";"final";"Bo3";"ROX TEAM";"2";1542;"Team Singularity";"0";1542;NA
"10965";5588;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"G2 Esports";"1";1903;"VASTA Gaming";"0";1903;NA
"10966";5589;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Team Queso";"0";1499;"Guild Esports";"1";1499;NA
"10968";5590;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Ninjas in Pyjamas";"1";1574;"Lunaris";"0";1574;NA
"10969";5591;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Team Heretics";"1";1653;"STR99";"0";1653;NA
"10970";5592;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Team Liquid";"1";1604;"Kamil Klein new chapter";"0";1604;NA
"10971";5593;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"ISOL-BULIL";"0";1555;"HSDIRR";"1";1555;NA
"10972";5594;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Prodigy";"1";1546;"Rix.GG";"0";1546;NA
"10973";5595;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"nolpenki";"1";1585;"BIG";"0";1585;NA
"10974";5596;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"FunPlus Phoenix";"1";1779;"M4LIK";"0";1779;NA
"10975";5597;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Wave Esports";"0";1552;"SKADE";"1";1552;NA
"10976";5598;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Purple Cobras";"1";1648;"Finest";"0";1648;NA
"10977";5599;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"Opportunists";"1";1671;"eSuba";"0";1671;NA
"10980";5600;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"SUMN FC";"1";1764;"Valorando";"0";1764;NA
"10981";5601;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"MJAOMODE";"0";1546;"need more DM";"1";1546;NA
"10982";5602;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"ex-Giants Gaming";"0";1652;"L'institut";"1";1652;NA
"10983";5603;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 32";"9:30 PM IST";"final";"Bo1";"eXiLe eSports";"1";1614;"Wizards Club";"0";1614;NA
"10984";5604;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"forfeited by Guild Esports";"Bo1";"G2 Esports";"0";NA;"Guild Esports";"1";NA;NA
"10985";5605;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"Ninjas in Pyjamas";"1";1589;"Team Heretics";"0";1589;NA
"10986";5606;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"Team Liquid";"1";1620;"HSDIRR";"0";1620;NA
"10987";5607;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"Prodigy";"1";1566;"nolpenki";"0";1566;NA
"10988";5608;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"FunPlus Phoenix";"1";1786;"SKADE";"0";1786;NA
"10989";5609;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"Purple Cobras";"0";1664;"Opportunists";"1";1664;NA
"10991";5610;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:45 PM IST";"final";"Bo1";"SUMN FC";"1";1773;"need more DM";"0";1773;NA
"10992";5611;"Friday";13;"11";2021;"First Strike: Europe";"A/B Playoffs";"Round of 16";"10:50 PM IST";"final";"Bo1";"L'institut";"0";1586;"eXiLe eSports";"1";1586;NA
"10993";5612;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"4:00 AM IST";"final";"Bo3";"Gen.G";"2";1620;"Last Round Save";"0";1620;NA
"10994";5618;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"3:30 AM IST";"final";"Bo3";"Serenity";"2";1541;"Vipes Anime Crew";"0";1541;NA
"10996";5623;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"4:00 AM IST";"final";"Bo3";"Time In";"2";1432;"Apex";"0";1432;NA
"10997";5628;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"3:45 AM IST";"final";"Bo3";"XSET";"0";1567;"SOR";"2";1567;NA
"10999";5634;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"4:15 AM IST";"final";"Bo3";"FaZe Clan";"2";1550;"TradeLikePros";"0";1550;NA
"11000";5635;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"4:30 AM IST";"final";"Bo3";"Take Flyte";"2";1504;"Illinois Servers Please";"1";1504;NA
"11001";5636;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"4:00 AM IST";"final";"Bo3";"Luminosity";"2";1557;"KDA";"1";1557;NA
"11002";5637;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"5:00 AM IST";"final";"Bo3";"Kudos";"2";1443;"The Clappening";"1";1443;NA
"11006";5643;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 64";"3:10 AM IST";"final";"Bo3";"Orgles5";"2";1481;"SAKS";"0";1481;NA
"11007";5644;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Gen.G";"2";1630;"Big Frames";"0";1630;NA
"11008";5645;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"5:20 AM IST";"final";"Bo3";"Noble";"0";NA;"Phoenix1";"2";NA;NA
"11009";5646;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Rise";"2";1467;"Flow State";"0";1467;NA
"11010";5647;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Serenity";"2";1544;"Phantom Troupe";"0";1544;NA
"11011";5648;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Mamba Mode Gaming";"2";1592;"Prospects";"1";1592;NA
"11012";5649;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:00 AM IST";"final";"Bo3";"Time In";"1";1436;"Knights";"2";1436;NA
"11014";5650;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Spot Up";"2";1481;"Puggers Unite";"0";1481;NA
"11015";5651;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"7:00 AM IST";"final";"Bo3";"Shiba";"2";1419;"Hollywood Hooliganz";"0";1419;NA
"11016";5652;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"5:40 AM IST";"final";"Bo3";"SOR";"1";1527;"NRG Esports";"2";1527;NA
"11017";5653;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"7:30 AM IST";"final";"Bo3";"Elevate";"2";1421;"Elysium";"1";1421;NA
"11018";5654;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"5:15 AM IST";"final";"Bo3";"Slimy Boogermen";"1";1488;"Grapefruit Techniques";"2";1488;NA
"11019";5655;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"7:15 AM IST";"final";"Bo3";"FaZe Clan";"2";1562;"Take Flyte";"1";1562;NA
"11020";5656;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"8:15 AM IST";"final";"Bo3";"Luminosity";"2";1559;"Kudos";"0";1559;NA
"11021";5657;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"Mystify";"2";NA;"DimmaDome$";"0";NA;NA
"11022";5658;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:45 AM IST";"final";"Bo3";"Built By Gamers";"2";1441;"Pyronic";"1";1441;NA
"11023";5659;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 32";"6:30 AM IST";"final";"Bo3";"beastcoast";"2";1518;"Orgles5";"0";1518;NA
"11025";5660;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Gen.G";"2";1643;"Phoenix1";"0";1643;NA
"11026";5661;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Rise";"0";1490;"Serenity";"2";1490;NA
"11027";5662;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Mamba Mode Gaming";"0";1604;"Knights";"2";1604;NA
"11028";5663;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Spot Up";"0";1484;"Shiba";"2";1484;NA
"11029";5664;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"NRG Esports";"2";1542;"Elevate";"0";1542;NA
"11030";5665;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Grapefruit Techniques";"1";1447;"FaZe Clan";"2";1447;NA
"11031";5666;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Luminosity";"2";1573;"Mystify";"0";1573;NA
"11032";5667;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 16";"1:30 AM IST";"final";"Bo3";"Built By Gamers";"1";1459;"beastcoast";"2";1459;NA
"11033";5668;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Quarterfinals";"3:30 AM IST";"final";"Bo3";"Gen.G";"2";1654;"Serenity";"0";1654;NA
"11034";5669;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Quarterfinals";"4:30 AM IST";"final";"Bo3";"Knights";"2";1578;"Shiba";"0";1578;NA
"11036";5670;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Quarterfinals";"4:30 AM IST";"final";"Bo3";"NRG Esports";"1";1557;"FaZe Clan";"2";1557;NA
"11037";5671;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Quarterfinals";"5:00 AM IST";"final";"Bo3";"Luminosity";"2";1576;"beastcoast";"1";1576;NA
"11038";5672;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Consolation Semifinals";"7:15 AM IST";"final";"Bo3";"Serenity";"2";1558;"Shiba";"1";1558;NA
"11039";5673;"Sunday";15;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Consolation Semifinals";"7:20 AM IST";"final";"Bo3";"NRG Esports";"2";1542;"beastcoast";"1";1542;NA
"11040";5676;"Saturday";14;"11";2021;"First Strike: Europe";"A/B Playoffs";"Quarterfinals";"9:30 PM IST";"final";"Bo3";"G2 Esports";"2";1906;"Ninjas in Pyjamas";"0";1906;NA
"11041";5677;"Sunday";15;"11";2021;"First Strike: Europe";"A/B Playoffs";"Quarterfinals";"12:15 AM IST";"final";"Bo3";"Team Liquid";"2";1642;"Prodigy";"0";1642;NA
"11042";5678;"Sunday";15;"11";2021;"First Strike: Europe";"A/B Playoffs";"Quarterfinals";"9:25 PM IST";"final";"Bo3";"FunPlus Phoenix";"2";1794;"Opportunists";"0";1794;NA
"11043";5679;"Sunday";15;"11";2021;"First Strike: Europe";"A/B Playoffs";"Quarterfinals";"11:40 PM IST";"final";"Bo3";"SUMN FC";"2";1785;"eXiLe eSports";"0";1785;NA
"11059";5684;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 128";"1:45 AM IST";"final";"Bo3";"Cloud9 White";"1";1444;"The Clappening";"2";1444;NA
"11060";5685;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 128";"1:30 AM IST";"final";"Bo3";"Time In";"2";1429;"The Boys";"0";1429;NA
"11061";5686;"Saturday";14;"11";2021;"First Strike: North America";"UMG Open Qualifier #2";"Round of 128";"1:30 AM IST";"final";"Bo3";"Illinois Servers Please";"2";NA;"Trouble Makers";"1";NA;NA
"11062";5687;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"Wildcard Gaming";"1";1540;"Overt";"0";1540;NA
"11063";5688;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"RipNTear";"0";1491;"Kanga Esports";"1";1491;NA
"11064";5689;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"2:30 PM IST";"final";"Bo1";"Pillow";"1";1491;"Wheels";"0";1491;NA
"11066";5690;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"Mindfreak";"0";1533;"Funcrew";"1";1533;NA
"11067";5691;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"2:30 PM IST";"final";"Bo1";"ORDER";"1";1643;"Nebula";"0";1643;NA
"11068";5692;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"Dire Wolves";"1";1529;"R!OT Gaming";"0";1529;NA
"11069";5693;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"EXO Clan";"1";1675;"95x Esports";"0";1675;NA
"11070";5694;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 High";"1:40 PM IST";"final";"Bo1";"Waterbottle";"1";1551;"Control (Air Raiders)";"0";1551;NA
"11071";5695;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"3:15 PM IST";"final";"Bo1";"Elemental Esports";"0";NA;"Momentum Based";"1";NA;NA
"11072";5696;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"ex-Team Bliss";"1";1515;"Fighting 4 Freedom";"0";1515;NA
"11073";5697;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"Gravitas";"1";1516;"1HP";"0";1516;NA
"11074";5698;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"Shadownet";"0";1461;"Pants Down";"1";1461;NA
"11075";5699;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"Avant";"1";1505;"SLO";"0";1505;NA
"11078";5700;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"McTeam";"1";1488;"Paradox Esports";"0";1488;NA
"11079";5701;"Saturday";14;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 2 Low";"1:40 PM IST";"final";"Bo1";"Legacy Esports";"1";1496;"Genuine Gaming";"0";1496;NA
"11081";5713;"Saturday";14;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 16";"3:45 PM IST";"final";"Bo1";"Absolute JUPITER";"1";1765;"LucidX";"0";1765;NA
"11082";5714;"Saturday";14;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 16";"4:30 PM IST";"final";"Bo1";"BlackBird Ignis";"1";1487;"LAG Gaming";"0";1487;NA
"11083";5715;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 High";"11:30 AM IST";"final";"Bo1";"ORDER";"0";1651;"Waterbottle";"1";1651;NA
"11084";5716;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 High";"11:30 AM IST";"final";"Bo1";"EXO Clan";"1";1681;"Dire Wolves";"0";1681;NA
"11085";5717;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 High";"11:30 AM IST";"final";"Bo1";"Kanga Esports";"1";1487;"Wildcard Gaming";"0";1487;NA
"11086";5718;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 High";"11:30 AM IST";"final";"Bo1";"Pillow";"0";1491;"Funcrew";"1";1491;NA
"11087";5719;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Low";"11:30 AM IST";"final";"Bo1";"Genuine Gaming";"0";1453;"Paradox Esports";"1";1453;NA
"11089";5720;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Low";"11:30 AM IST";"final";"Bo1";"Shadownet";"0";1461;"Fighting 4 Freedom";"1";1461;NA
"11090";5721;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Low";"10:30 AM IST";"final";"Bo1";"1HP";"0";NA;"Elemental Esports";"1";NA;NA
"11091";5722;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Low";"11:30 AM IST";"final";"Bo1";"SLO";"0";1463;"RipNTear";"1";1463;NA
"11092";5723;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"Gravitas";"1";1516;"Legacy Esports";"0";1516;NA
"11093";5724;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"Overt";"1";1515;"R!OT Gaming";"0";1515;NA
"11094";5725;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"McTeam";"1";1497;"Mindfreak";"0";1497;NA
"11095";5726;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"Wheels";"1";1503;"Pants Down";"0";1503;NA
"11096";5727;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"Nebula";"1";1520;"Control (Air Raiders)";"0";1520;NA
"11100";5728;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"Momentum Based";"1";1515;"95x Esports";"0";1515;NA
"11102";5729;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 3 Mid";"11:30 AM IST";"final";"Bo1";"ex-Team Bliss";"0";1515;"Avant";"1";1515;NA
"11106";5730;"Sunday";15;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 8";"7:30 AM IST";"final";"Bo3";"SCARZ";"2";1557;"Sengoku Gaming";"1";1557;NA
"11108";5731;"Sunday";15;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 8";"10:45 AM IST";"final";"Bo3";"REJECT";"0";1514;"Crazy Raccoon";"2";1514;NA
"11109";5732;"Sunday";15;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 8";"12:30 PM IST";"final";"Bo3";"Absolute JUPITER";"2";1766;"BlackBird Ignis";"1";1766;NA
"11110";5733;"Sunday";15;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 8";"3:40 PM IST";"final";"Bo3";"FIRST Gaming";"1";1504;"FAV gaming";"2";1504;NA
"11111";5735;"Saturday";14;"11";2021;"First Strike: Japan";"Qualifier #1";"Round of 16";"6:45 PM IST";"final";"Bo1";"FAV gaming";"1";1499;"CYCLOPS athlete gaming";"0";1499;NA
"11113";5751;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"ORDER";"1";1635;"Avant";"0";1635;NA
"11114";5752;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"Dire Wolves";"1";1533;"Wildcard Gaming";"0";1533;NA
"11115";5753;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"McTeam";"1";1511;"Pillow";"0";1511;NA
"11116";5754;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"Gravitas";"1";1516;"Overt";"0";1516;NA
"11117";5755;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Low";"1:00 PM IST";"final";"Bo1";"Legacy Esports";"1";1484;"Paradox Esports";"0";1484;NA
"11118";5756;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"RipNTear";"1";1490;"Nebula";"0";1490;NA
"11119";5757;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 High";"2:00 PM IST";"final";"Bo1";"Funcrew";"0";1539;"Kanga Esports";"1";1539;NA
"11120";5758;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 High";"1:00 PM IST";"final";"Bo1";"Waterbottle";"0";1551;"EXO Clan";"1";1551;NA
"11121";5759;"Sunday";15;"11";2021;"First Strike: Oceania";"Rise of Valour: Swiss Stage";"Round 4 Mid";"1:00 PM IST";"final";"Bo1";"Momentum Based";"1";1515;"Wheels";"0";1515;NA
